Fiz1,,GO:0000785,Flt3 interacting zinc finger protein 1,protein_coding_gene
Fli1,,GO:0003682,Friend leukemia integration 1,protein_coding_gene
Flicr,,GO:0006325,Foxp3 regulating long intergenic noncoding RNA,lncRNA_gene
Flywch1,,GO:0005721,FLYWCH-type zinc finger 1,protein_coding_gene
Fmr1,,GO:0003682,fragile X messenger ribonucleoprotein 1,protein_coding_gene
Fos,,GO:0003682,FBJ osteosarcoma oncogene,protein_coding_gene
Fosl1,,GO:1990841,fos-like antigen 1,protein_coding_gene
Fosl2,,GO:0003682,fos-like antigen 2,protein_coding_gene
Foxa1,,GO:0006325,forkhead box A1,protein_coding_gene
Foxa2,,GO:0006325,forkhead box A2,protein_coding_gene
Foxa3,,GO:0006325,forkhead box A3,protein_coding_gene
Foxc1,,GO:0000792,forkhead box C1,protein_coding_gene
Foxc2,,GO:0031490,forkhead box C2,protein_coding_gene
Foxd3,,GO:0000785,forkhead box D3,protein_coding_gene
Foxh1,,GO:0000785,forkhead box H1,protein_coding_gene
Foxn4,,GO:0003682,forkhead box N4,protein_coding_gene
Foxo1,,GO:0031490,forkhead box O1,protein_coding_gene
Foxo3,,GO:0031490,forkhead box O3,protein_coding_gene
Foxo4,,GO:1990841,forkhead box O4,protein_coding_gene
Foxp1,,GO:0003682,forkhead box P1,protein_coding_gene
Foxp3,,GO:0006338,forkhead box P3,protein_coding_gene
Fshr,,GO:0035092,follicle stimulating hormone receptor,protein_coding_gene
Ftx,,GO:0060816,"Ftx transcript, Xist regulator, non-protein coding",lncRNA_gene
Fus,,GO:0003682,fused in sarcoma,protein_coding_gene
Gabpa,,GO:0000785,"GA repeat binding protein, alpha",protein_coding_gene
Gadd45a,,GO:1990841,growth arrest and DNA-damage-inducible 45 alpha,protein_coding_gene
Gata1,,GO:0003682,GATA binding protein 1,protein_coding_gene
Gata2,,GO:0003682,GATA binding protein 2,protein_coding_gene
Gata3,,GO:0000785,GATA binding protein 3,protein_coding_gene
Gata4,,GO:0000785,GATA binding protein 4,protein_coding_gene
Gata5,,GO:0000785,GATA binding protein 5,protein_coding_gene
Gata6,,GO:0003682,GATA binding protein 6,protein_coding_gene
Gatad1,,GO:0006338,GATA zinc finger domain containing 1,protein_coding_gene
Gatad2a,,GO:0006338,GATA zinc finger domain containing 2A,protein_coding_gene
Gatad2b,,GO:0006338,GATA zinc finger domain containing 2B,protein_coding_gene
Gli1,,GO:0003682,GLI-Kruppel family member GLI1,protein_coding_gene
Gli2,,GO:1990841,GLI-Kruppel family member GLI2,protein_coding_gene
Gli3,,GO:0003682,GLI-Kruppel family member GLI3,protein_coding_gene
Glmn,,GO:0040029,"glomulin, FKBP associated protein",protein_coding_gene
Glyr1,,GO:0000785,glyoxylate reductase 1 homolog (Arabidopsis),protein_coding_gene
Gm20379,,GO:0003682,"predicted gene, 20379",protein_coding_gene
Gnas,,GO:0071514,GNAS complex locus,protein_coding_gene
Gnasas1,,GO:0071514,GNAS antisense RNA 1,gene_product
Gon4l,,GO:0031011,gon-4 like,protein_coding_gene
Gper1,,GO:0003682,G protein-coupled estrogen receptor 1,protein_coding_gene
Gpx1,,GO:0040029,glutathione peroxidase 1,protein_coding_gene
Gpx4,,GO:0006325,glutathione peroxidase 4,protein_coding_gene
Grhl1,,GO:0031490,grainyhead like transcription factor 1,protein_coding_gene
Grhl2,,GO:0031490,grainyhead like transcription factor 2,protein_coding_gene
Grhl3,,GO:0031490,grainyhead like transcription factor 3,protein_coding_gene
Grwd1,,GO:0003682,glutamate-rich WD repeat containing 1,protein_coding_gene
Gsk3a,,GO:0141068,glycogen synthase kinase 3 alpha,protein_coding_gene
Gsk3b,,GO:0141068,glycogen synthase kinase 3 beta,protein_coding_gene
Gtf2b,,GO:0004402,general transcription factor IIB,protein_coding_gene
Gtf2f1,,GO:1990841,"general transcription factor IIF, polypeptide 1",protein_coding_gene
Gtf2h1,,GO:0003682,"general transcription factor II H, polypeptide 1",protein_coding_gene
Gtf3c4,,GO:0004402,"general transcription factor IIIC, polypeptide 4",protein_coding_gene
H19,,GO:0071514,"H19, imprinted maternally expressed transcript",lncRNA_gene
H1f0,,GO:0000785,H1.0 linker histone,protein_coding_gene
H1f1,,GO:0000785,"H1.1 linker histone, cluster member",protein_coding_gene
H1f10,,GO:0031492,H1.10 linker histone,protein_coding_gene
H1f2,,GO:0000786,"H1.2 linker histone, cluster member",protein_coding_gene
H1f3,,GO:0000785,"H1.3 linker histone, cluster member",protein_coding_gene
H1f4,,GO:0000786,"H1.4 linker histone, cluster member",protein_coding_gene
H1f5,,GO:0000785,"H1.5 linker histone, cluster member",protein_coding_gene
H1f6,,GO:0000786,"H1.6 linker histone, cluster member",protein_coding_gene
H1f7,,GO:0000785,H1.7 linker histone,protein_coding_gene
H1f8,,GO:0000786,H1.8 linker histone,protein_coding_gene
H1f9,,GO:0000786,H1.9 linker histone,protein_coding_gene
H2ab1,,GO:0000786,H2A.B variant histone 1,protein_coding_gene
H2ab2,,GO:0000786,H2A.B variant histone 2,protein_coding_gene
H2ab3,,GO:0000786,H2A.B variant histone 3,protein_coding_gene
H2ac1,,GO:0031492,H2A clustered histone 1,protein_coding_gene
H2ac10,,GO:0000786,H2A clustered histone 10,protein_coding_gene
H2ac11,,GO:0000786,H2A clustered histone 11,protein_coding_gene
H2ac12,,GO:0000786,H2A clustered histone 12,protein_coding_gene
H2ac13,,GO:0000786,H2A clustered histone 13,protein_coding_gene
H2ac15,,GO:0000786,H2A clustered histone 15,protein_coding_gene
H2ac19,,GO:0070828,H2A clustered histone 19,protein_coding_gene
H2ac20,,GO:0000786,H2A clustered histone 20,protein_coding_gene
H2ac21,,GO:0000786,H2A clustered histone 21,protein_coding_gene
H2ac22,,GO:0000786,H2A clustered histone 22,protein_coding_gene
H2ac23,,GO:0000786,H2A clustered histone 23,protein_coding_gene
H2ac24,,GO:0000786,H2A clustered histone 24,protein_coding_gene
H2ac25,,GO:0000786,H2A clustered histone 25,protein_coding_gene
H2ac4,,GO:0000786,H2A clustered histone 4,protein_coding_gene
H2ac6,,GO:0000786,H2A clustered histone 6,protein_coding_gene
H2ac7,,GO:0000786,H2A clustered histone 7,protein_coding_gene
H2ac8,,GO:0000786,H2A clustered histone 8,protein_coding_gene
H2aj,,GO:0000786,H2J.A histone,protein_coding_gene
H2al1a,,GO:0000786,H2A histone family member L1A,protein_coding_gene
H2al1b,,GO:0000786,H2A histone family member L1B,protein_coding_gene
H2al1c,,GO:0000786,H2A histone family member L1C,protein_coding_gene
H2al1d,,GO:0000786,H2A histone family member L1D,protein_coding_gene
H2al1e,,GO:0031492,H2A histone family member L1E,protein_coding_gene
H2al1f,,GO:0000786,H2A histone family member L1F,protein_coding_gene
H2al1g,,GO:0000786,H2A histone family member L1G,protein_coding_gene
H2al1h,,GO:0000786,H2A histone family member L1H,protein_coding_gene
H2al1i,,GO:0000786,H2A histone family member L1I,protein_coding_gene
H2al1j,,GO:0031492,H2A histone family member L1J,protein_coding_gene
H2al1k,,GO:0000786,H2A histone family member L1K,protein_coding_gene
H2al1m,,GO:0000786,H2A histone family member L1M,protein_coding_gene
H2al1n,,GO:0000786,H2A histone family member L1N,protein_coding_gene
H2al1o,,GO:0070828,H2A histone family member L1O,protein_coding_gene
H2al2a,,GO:0000786,H2A histone family member L2A,protein_coding_gene
H2al2b,,GO:0000786,H2A histone family member L2B,protein_coding_gene
H2al3,,GO:0031492,H2A histone family member L3,protein_coding_gene
H2ap,,GO:0000786,H2A.P  histone,protein_coding_gene
H2ax,,GO:0000786,H2A.X variant histone,protein_coding_gene
H2az1,,GO:0000786,H2A.Z variant histone 1,protein_coding_gene
H2az2,,GO:0000786,H2A.Z histone variant 2,protein_coding_gene
H2bc1,,GO:0000786,H2B clustered histone 1,protein_coding_gene
H2bc12,,GO:0000786,H2B clustered histone 12,protein_coding_gene
H2bc14,,GO:0000786,H2B clustered histone 14,protein_coding_gene
H2bc21,,GO:0000786,H2B clustered histone 21,protein_coding_gene
H2bc22,,GO:0000786,H2B clustered histone 22,protein_coding_gene
H2bc26,,GO:0000786,H2B clustered histone 26,protein_coding_gene
H2bc27,,GO:0000786,H2B clustered histone 27,protein_coding_gene
H2bc3,,GO:0000786,H2B clustered histone 3,protein_coding_gene
H2bc9,,GO:0000786,H2B clustered histone 9,protein_coding_gene
H2bl1,,GO:0000786,H2B.L histone variant 1,protein_coding_gene
H2bw2,,GO:0000786,H2B.W histone 2,protein_coding_gene
H3c1,,GO:0000786,H3 clustered histone 1,protein_coding_gene
H3c10,,GO:0000786,H3 clustered histone 10,protein_coding_gene
H3c11,,GO:0000786,H3 clustered histone 11,protein_coding_gene
H3c13,,GO:0000786,H3 clustered histone 13,protein_coding_gene
H3c14,,GO:0000786,H3 clustered histone 14,protein_coding_gene
H3c15,,GO:0000786,H3 clustered histone 15,protein_coding_gene
H3c2,,GO:0000786,H3 clustered histone 2,protein_coding_gene
H3c3,,GO:0000786,H3 clustered histone 3,protein_coding_gene
H3c4,,GO:0000786,H3 clustered histone 4,protein_coding_gene
H3c6,,GO:0000786,H3 clustered histone 6,protein_coding_gene
H3c7,,GO:0000786,H3 clustered histone 7,protein_coding_gene
H3c8,,GO:0000786,H3 clustered histone 8,protein_coding_gene
H3f3a,,GO:0000786,H3.3 histone A,protein_coding_gene
H3f3b,,GO:0000786,H3.3 histone B,protein_coding_gene
H3f3c,,GO:0000786,"H3 histone, family 3C",protein_coding_gene
H3f5,,GO:0000791,H3.5 histone,pseudogene
H4c1,,GO:0000786,H4 clustered histone 1,protein_coding_gene
H4c11,,GO:0000786,H4 clustered histone 11,protein_coding_gene
H4c12,,GO:0000786,H4 clustered histone 12,protein_coding_gene
H4c14,,GO:0000786,H4 clustered histone 14,protein_coding_gene
H4c16,,GO:0000786,H4 histone 16,protein_coding_gene
H4c17,,GO:0000786,H4 clustered histone 17,protein_coding_gene
H4c18,,GO:0000786,H4 clustered histone 18,protein_coding_gene
H4c2,,GO:0000786,H4 clustered histone 2,protein_coding_gene
H4c3,,GO:0000786,H4 clustered histone 3,protein_coding_gene
H4c4,,GO:0000786,H4 clustered histone 4,protein_coding_gene
H4c6,,GO:0000786,H4 clustered histone 6,protein_coding_gene
H4c8,,GO:0000786,H4 clustered histone 8,protein_coding_gene
H4c9,,GO:0000786,H4 clustered histone 9,protein_coding_gene
Hand2,,GO:0000785,heart and neural crest derivatives expressed 2,protein_coding_gene
Hand2os1,,GO:0000785,"Hand2, opposite strand 1",gene_product
Haspin,,GO:0006325,histone H3 associated protein kinase,protein_coding_gene
Hat1,,GO:0000785,histone aminotransferase 1,protein_coding_gene
Hcfc1,,GO:0000123,host cell factor C1,protein_coding_gene
Hcfc2,,GO:0006338,host cell factor C2,protein_coding_gene
Hdac1,,GO:0000785,histone deacetylase 1,protein_coding_gene
Hdac10,,GO:0004407,histone deacetylase 10,protein_coding_gene
Hdac11,,GO:0004407,histone deacetylase 11,protein_coding_gene
Hdac2,,GO:0000785,histone deacetylase 2,protein_coding_gene
Hdac3,,GO:0000785,histone deacetylase 3,protein_coding_gene
Hdac4,,GO:0000785,histone deacetylase 4,protein_coding_gene
Hdac5,,GO:0000785,histone deacetylase 5,protein_coding_gene
Hdac6,,GO:0004407,histone deacetylase 6,protein_coding_gene
Hdac7,,GO:0004407,histone deacetylase 7,protein_coding_gene
Hdac8,,GO:0003682,histone deacetylase 8,protein_coding_gene
Hdac9,,GO:0004407,histone deacetylase 9,protein_coding_gene
Hdgf,,GO:0006338,heparin binding growth factor,protein_coding_gene
Hdgfl1,,GO:0006338,HDGF like 1,protein_coding_gene
Hdgfl2,,GO:0140566,HDGF like 2,protein_coding_gene
Hdgfl3,,GO:0003682,HDGF like 3,protein_coding_gene
Hells,,GO:0005721,"helicase, lymphoid specific",protein_coding_gene
Hes1,,GO:0000785,hes family bHLH transcription factor 1,protein_coding_gene
Hes5,,GO:0003682,hes family bHLH transcription factor 5,protein_coding_gene
Hesx1,,GO:0003682,homeobox gene expressed in ES cells,protein_coding_gene
Hhex,,GO:0003682,hematopoietically expressed homeobox,protein_coding_gene
Hic1,,GO:0000785,hypermethylated in cancer 1,protein_coding_gene
Hif1a,,GO:0000785,"hypoxia inducible factor 1, alpha subunit",protein_coding_gene
Hif3a,,GO:0000785,"hypoxia inducible factor 3, alpha subunit",protein_coding_gene
Hinfp,,GO:0003682,histone H4 transcription factor,protein_coding_gene
Hipk4,,GO:0035173,homeodomain interacting protein kinase 4,protein_coding_gene
Hira,,GO:0000785,histone cell cycle regulator,protein_coding_gene
Hjurp,,GO:0034080,Holliday junction recognition protein,protein_coding_gene
Hlcs,,GO:0000785,holocarboxylase synthetase (biotin- [propriony-Coenzyme A-carboxylase (ATP-hydrolysing)] ligase),protein_coding_gene
Hltf,,GO:0006325,helicase-like transcription factor,protein_coding_gene
Hmbox1,,GO:0035563,homeobox containing 1,protein_coding_gene
Hmg20a,,GO:0006325,high mobility group 20A,protein_coding_gene
Hmg20b,,GO:0006325,high mobility group 20B,protein_coding_gene
Hmga1,,GO:0003682,high mobility group AT-hook 1,protein_coding_gene
Hmga1b,,GO:0035985,high mobility group AT-hook 1B,protein_coding_gene
Hmga2,,GO:0000785,high mobility group AT-hook 2,protein_coding_gene
Hmgb1,,GO:0006325,high mobility group box 1,protein_coding_gene
Hmgb2,,GO:0000785,high mobility group box 2,protein_coding_gene
Hmgn1,,GO:0000785,high mobility group nucleosomal binding domain 1,protein_coding_gene
Hmgn2,,GO:0003682,high mobility group nucleosomal binding domain 2,protein_coding_gene
Hmgn3,,GO:0000785,high mobility group nucleosomal binding domain 3,protein_coding_gene
Hmgn5,,GO:0000785,high-mobility group nucleosome binding domain 5,protein_coding_gene
Hmgxb4,,GO:0016589,HMG box domain containing 4,protein_coding_gene
Hnf1a,,GO:0000785,HNF1 homeobox A,protein_coding_gene
Hnf4a,,GO:0000785,"hepatic nuclear factor 4, alpha",protein_coding_gene
Hnrnpa2b1,,GO:0000785,heterogeneous nuclear ribonucleoprotein A2/B1,protein_coding_gene
Hnrnpd,,GO:0003682,heterogeneous nuclear ribonucleoprotein D,protein_coding_gene
Hnrnpk,,GO:0000785,heterogeneous nuclear ribonucleoprotein K,protein_coding_gene
Hnrnpl,,GO:0000785,heterogeneous nuclear ribonucleoprotein L,protein_coding_gene
Hnrnpu,,GO:0003682,heterogeneous nuclear ribonucleoprotein U,protein_coding_gene
Hotair,,GO:0031507,HOX transcript antisense RNA (non-protein coding),lncRNA_gene
Hoxc13,,GO:0003682,homeobox C13,protein_coding_gene
Hoxd10,,GO:0003682,homeobox D10,protein_coding_gene
Hoxd13,,GO:0003682,homeobox D13,protein_coding_gene
Hp1bp3,,GO:0000786,"heterochromatin protein 1, binding protein 3",protein_coding_gene
Hpf1,,GO:0000785,histone PARylation factor 1,protein_coding_gene
Hr,,GO:0032454,lysine demethylase and nuclear receptor corepressor,protein_coding_gene
Hsf1,,GO:0000791,heat shock factor 1,protein_coding_gene
Hsf3,,GO:0031490,heat shock transcription factor 3,protein_coding_gene
Hsf4,,GO:0000785,heat shock transcription factor 4,protein_coding_gene
Htatsf1,,GO:0140463,HIV TAT specific factor 1,protein_coding_gene
Htra2,,GO:0000785,HtrA serine peptidase 2,protein_coding_gene
Huwe1,,GO:0140852,"HECT, UBA and WWE domain containing 1",protein_coding_gene
Hymai,,GO:0006325,hydatidiform mole associated and imprinted transcript,lncRNA_gene
Ice1,,GO:0000791,interactor of little elongation complex ELL subunit 1,protein_coding_gene
Ice2,,GO:0000791,interactor of little elongation complex ELL subunit 2,protein_coding_gene
Id2,,GO:0000785,inhibitor of DNA binding 2,protein_coding_gene
Ifi203,,GO:0045814,interferon activated gene 203,protein_coding_gene
Ifi203-ps,,GO:0045814,"interferon activated gene 203, pseudogene",pseudogene
Ifi204,,GO:0045814,interferon activated gene 204,protein_coding_gene
Ifi205,,GO:0045814,interferon activated gene 205,protein_coding_gene
Ifi206,,GO:0045814,interferon activated gene 206,protein_coding_gene
Ifi207,,GO:0045814,interferon activated gene 207,protein_coding_gene
Ifi208,,GO:0045814,interferon activated gene 208,protein_coding_gene
Ifi209,,GO:0045814,interferon activated gene 209,protein_coding_gene
Ifi211,,GO:0045814,interferon activated gene 211,protein_coding_gene
Ifi213,,GO:0045814,interferon activated gene 213,protein_coding_gene
Ifi214,,GO:0045814,interferon activated gene 214,protein_coding_gene
Ift74,,GO:0003682,intraflagellar transport 74,protein_coding_gene
Igfbp3,,GO:0000792,insulin-like growth factor binding protein 3,protein_coding_gene
Ikzf1,,GO:0005721,IKAROS family zinc finger 1,protein_coding_gene
Ikzf3,,GO:1990841,IKAROS family zinc finger 3,protein_coding_gene
Ikzf5,,GO:0003682,IKAROS family zinc finger 5,protein_coding_gene
Incenp,,GO:0005721,inner centromere protein,protein_coding_gene
Ing2,,GO:0006325,"inhibitor of growth family, member 2",protein_coding_gene
Ing3,,GO:0000786,"inhibitor of growth family, member 3",protein_coding_gene
Ing4,,GO:0000123,"inhibitor of growth family, member 4",protein_coding_gene
Ing5,,GO:0000123,"inhibitor of growth family, member 5",protein_coding_gene
Ino80,,GO:0006338,INO80 complex subunit,protein_coding_gene
Ino80b,,GO:0006338,INO80 complex subunit B,protein_coding_gene
Ino80c,,GO:0006338,INO80 complex subunit C,protein_coding_gene
Ino80d,,GO:0006338,INO80 complex subunit D,protein_coding_gene
Ino80e,,GO:0006338,INO80 complex subunit E,protein_coding_gene
Insm1,,GO:0031490,insulinoma-associated 1,protein_coding_gene
Ipo4,,GO:0000785,importin 4,protein_coding_gene
Irf1,,GO:0000785,interferon regulatory factor 1,protein_coding_gene
Irf3,,GO:0000785,interferon regulatory factor 3,protein_coding_gene
Irf4,,GO:0006338,interferon regulatory factor 4,protein_coding_gene
Irf7,,GO:0000785,interferon regulatory factor 7,protein_coding_gene
Isl1,,GO:0000785,"ISL1 transcription factor, LIM/homeodomain",protein_coding_gene
Ist1,,GO:0000785,increased sodium tolerance 1 homolog (yeast),protein_coding_gene
Itgb3bp,,GO:0034080,integrin beta 3 binding protein (beta3-endonexin),protein_coding_gene
Iws1,,GO:0006338,"IWS1, SUPT6 interacting protein",protein_coding_gene
Jade1,,GO:0000123,jade family PHD finger 1,protein_coding_gene
Jade2,,GO:0000123,jade family PHD finger 2,protein_coding_gene
Jade3,,GO:0000123,jade family PHD finger 3,protein_coding_gene
Jak2,,GO:0000791,Janus kinase 2,protein_coding_gene
Jarid2,,GO:0003682,jumonji and AT-rich interaction domain containing 2,protein_coding_gene
Jdp2,,GO:0003682,Jun dimerization protein 2,protein_coding_gene
Jmjd1c,,GO:0006325,jumonji domain containing 1C,protein_coding_gene
Jmjd6,,GO:0006325,jumonji domain containing 6,protein_coding_gene
Jpx,,GO:0060816,"Jpx transcript, Xist activator (non-protein coding)",lncRNA_gene
Jun,,GO:0000785,jun proto-oncogene,protein_coding_gene
Kansl1,,GO:0000123,KAT8 regulatory NSL complex subunit 1,protein_coding_gene
Kansl1l,,GO:0000123,KAT8 regulatory NSL complex subunit 1-like,protein_coding_gene
Kansl2,,GO:0000123,KAT8 regulatory NSL complex subunit 2,protein_coding_gene
Kansl3,,GO:0000123,KAT8 regulatory NSL complex subunit 3,protein_coding_gene
Kat14,,GO:0140672,lysine acetyltransferase 14,protein_coding_gene
Kat2a,,GO:0000123,K(lysine) acetyltransferase 2A,protein_coding_gene
Kat2b,,GO:0000124,K(lysine) acetyltransferase 2B,protein_coding_gene
Kat5,,GO:0000785,K(lysine) acetyltransferase 5,protein_coding_gene
Kat6a,,GO:0000786,K(lysine) acetyltransferase 6A,protein_coding_gene
Kat6b,,GO:0000786,K(lysine) acetyltransferase 6B,protein_coding_gene
Kat7,,GO:0000123,K(lysine) acetyltransferase 7,protein_coding_gene
Kat8,,GO:0000123,K(lysine) acetyltransferase 8,protein_coding_gene
Kcnq1ot1,,GO:0071514,KCNQ1 overlapping transcript 1,lncRNA_gene
Kdm1a,,GO:0000785,lysine (K)-specific demethylase 1A,protein_coding_gene
Kdm1b,,GO:0000785,lysine (K)-specific demethylase 1B,protein_coding_gene
Kdm2a,,GO:0000785,lysine (K)-specific demethylase 2A,protein_coding_gene
Kdm2b,,GO:0006325,lysine (K)-specific demethylase 2B,protein_coding_gene
Kdm3a,,GO:0006325,lysine (K)-specific demethylase 3A,protein_coding_gene
Kdm3b,,GO:0006325,KDM3B lysine (K)-specific demethylase 3B,protein_coding_gene
Kdm4a,,GO:0006325,lysine (K)-specific demethylase 4A,protein_coding_gene
Kdm4b,,GO:0006325,lysine (K)-specific demethylase 4B,protein_coding_gene
Kdm4c,,GO:0000785,lysine (K)-specific demethylase 4C,protein_coding_gene
Kdm4d,,GO:0006325,lysine (K)-specific demethylase 4D,protein_coding_gene
Kdm4dl,,GO:0006338,lysine (K)-specific demethylase 4D-like,pseudogene
Kdm5a,,GO:0003682,lysine demethylase 5A,protein_coding_gene
Kdm5b,,GO:0006325,lysine demethylase 5B,protein_coding_gene
Kdm5c,,GO:0006325,lysine demethylase 5C,protein_coding_gene
Kdm5d,,GO:0006325,lysine demethylase 5D,protein_coding_gene
Kdm6a,,GO:0006325,lysine (K)-specific demethylase 6A,protein_coding_gene
Kdm6b,,GO:0003682,KDM1 lysine (K)-specific demethylase 6B,protein_coding_gene
Kdm7a,,GO:0006325,lysine (K)-specific demethylase 7A,protein_coding_gene
Kdm8,,GO:0003682,lysine (K)-specific demethylase 8,protein_coding_gene
Kif22,,GO:0000785,kinesin family member 22,protein_coding_gene
Klf1,,GO:0000785,Kruppel-like transcription factor 1 (erythroid),protein_coding_gene
Klf14,,GO:0003682,Kruppel-like transcription factor 14,protein_coding_gene
Klf2,,GO:0000785,Kruppel-like transcription factor 2 (lung),protein_coding_gene
Klf4,,GO:0000785,Kruppel-like transcription factor 4 (gut),protein_coding_gene
Klhdc3,,GO:0000785,kelch domain containing 3,protein_coding_gene
Kmt2a,,GO:0006325,lysine (K)-specific methyltransferase 2A,protein_coding_gene
Kmt2b,,GO:0006325,lysine (K)-specific methyltransferase 2B,protein_coding_gene
Kmt2c,,GO:0006325,lysine (K)-specific methyltransferase 2C,protein_coding_gene
Kmt2d,,GO:0006325,lysine (K)-specific methyltransferase 2D,protein_coding_gene
Kmt2e,,GO:0000785,lysine (K)-specific methyltransferase 2E,protein_coding_gene
Kmt5a,,GO:0000785,lysine methyltransferase 5A,protein_coding_gene
Kmt5b,,GO:0003682,lysine methyltransferase 5B,protein_coding_gene
Kmt5c,,GO:0000792,lysine methyltransferase 5C,protein_coding_gene
Kpna7,,GO:0040029,karyopherin subunit alpha 7,protein_coding_gene
Kti12,,GO:0000166,"KTI12 homolog, chromatin associated",protein_coding_gene
L3mbtl1,,GO:0000785,L3MBTL1 histone methyl-lysine binding protein,protein_coding_gene
L3mbtl2,,GO:0003682,L3MBTL2 polycomb repressive complex 1 subunit,protein_coding_gene
L3mbtl3,,GO:0003682,L3MBTL3 histone methyl-lysine binding protein,protein_coding_gene
L3mbtl4,,GO:0006325,L3MBTL4 histone methyl-lysine binding protein,protein_coding_gene
Lamc1,,GO:0006325,"laminin, gamma 1",protein_coding_gene
Larp7,,GO:0035562,"La ribonucleoprotein 7, transcriptional regulator",protein_coding_gene
Lcor,,GO:0045815,ligand dependent nuclear receptor corepressor,protein_coding_gene
Ldb1,,GO:0000785,LIM domain binding 1,protein_coding_gene
Lef1,,GO:0071168,lymphoid enhancer binding factor 1,protein_coding_gene
Lemd2,,GO:0000785,LEM domain containing 2,protein_coding_gene
Lemd3,,GO:0031490,LEM domain containing 3,protein_coding_gene
Letmd1,,GO:0060090,LETM1 domain containing 1,protein_coding_gene
Lhx2,,GO:0045814,LIM homeobox protein 2,protein_coding_gene
Lhx3,,GO:0000785,LIM homeobox protein 3,protein_coding_gene
Lin54,,GO:0034728,lin-54 DREAM MuvB core complex component,protein_coding_gene
Lmna,,GO:0031507,lamin A,protein_coding_gene
Lmnb1,,GO:0031507,lamin B1,protein_coding_gene
Lmnb2,,GO:0031507,lamin B2,protein_coding_gene
Lmntd2,,GO:0030527,lamin tail domain containing 2,protein_coding_gene
Lmo2,,GO:0003682,LIM domain only 2,protein_coding_gene
Loxl2,,GO:0000785,lysyl oxidase-like 2,protein_coding_gene
Lrif1,,GO:0009048,ligand dependent nuclear receptor interacting factor 1,protein_coding_gene
Lrwd1,,GO:0003682,leucine-rich repeats and WD repeat domain containing 1,protein_coding_gene
Lsm11,,GO:1902275,U7 snRNP-specific Sm-like protein LSM11,protein_coding_gene
M1ap,,GO:0006325,meiosis 1 associated protein,protein_coding_gene
Macroh2a1,,GO:0000785,macroH2A.1 histone,protein_coding_gene
Macroh2a2,,GO:0000785,macroH2A.2 histone,protein_coding_gene
Mad2l2,,GO:0000785,MAD2 mitotic arrest deficient-like 2,protein_coding_gene
Mael,,GO:0000785,maelstrom spermatogenic transposon silencer,protein_coding_gene
Maged1,,GO:0000785,MAGE family member D1,protein_coding_gene
Map3k7,,GO:0035173,mitogen-activated protein kinase kinase kinase 7,protein_coding_gene
Mapk15,,GO:0003682,mitogen-activated protein kinase 15,protein_coding_gene
Mau2,,GO:0000785,MAU2 sister chromatid cohesion factor,protein_coding_gene
Max,,GO:0000785,Max protein,protein_coding_gene
Maz,,GO:0003682,MYC-associated zinc finger protein (purine-binding transcription factor),protein_coding_gene
Mbd1,,GO:0000785,methyl-CpG binding domain protein 1,protein_coding_gene
Mbd2,,GO:0000785,methyl-CpG binding domain protein 2,protein_coding_gene
Mbd3,,GO:0006338,methyl-CpG binding domain protein 3,protein_coding_gene
Mbd3l1,,GO:0006346,methyl-CpG binding domain protein 3-like 1,protein_coding_gene
Mbd3l2,,GO:0006346,methyl-CpG binding domain protein 3-like 2,protein_coding_gene
Mbd4,,GO:0000785,methyl-CpG binding domain protein 4,protein_coding_gene
Mbd5,,GO:0003682,methyl-CpG binding domain protein 5,protein_coding_gene
Mbd6,,GO:0003682,methyl-CpG binding domain protein 6,protein_coding_gene
Mbip,,GO:0140672,MAP3K12 binding inhibitory protein 1,protein_coding_gene
Mbtd1,,GO:0000786,mbt domain containing 1,protein_coding_gene
Mcm2,,GO:0000785,minichromosome maintenance complex component 2,protein_coding_gene
Mcm3ap,,GO:0003682,minichromosome maintenance complex component 3 associated protein,protein_coding_gene
Mcm8,,GO:0003682,minichromosome maintenance 8 homologous recombination repair factor,protein_coding_gene
Mcm9,,GO:0003682,minichromosome maintenance 9 homologous recombination repair factor,protein_coding_gene
Mcmbp,,GO:0003682,minichromosome maintenance complex binding protein,protein_coding_gene
Mcrs1,,GO:0000123,microspherule protein 1,protein_coding_gene
Mdc1,,GO:0140566,mediator of DNA damage checkpoint 1,protein_coding_gene
mDR1,,GO:0140672,protein Dr1 (mouse),protein
Meaf6,,GO:0000123,MYST/Esa1-associated factor 6,protein_coding_gene
Mecom,,GO:0046974,MDS1 and EVI1 complex locus,protein_coding_gene
Mecp2,,GO:0000785,methyl CpG binding protein 2,protein_coding_gene
Med1,,GO:0000785,mediator complex subunit 1,protein_coding_gene
Med12,,GO:0003682,mediator complex subunit 12,protein_coding_gene
Med24,,GO:0004402,mediator complex subunit 24,protein_coding_gene
Med25,,GO:0035563,mediator complex subunit 25,protein_coding_gene
Mef2a,,GO:0000785,myocyte enhancer factor 2A,protein_coding_gene
Mef2c,,GO:0003682,myocyte enhancer factor 2C,protein_coding_gene
Meg3,,GO:0006325,maternally expressed 3,lncRNA_gene
Meiob,,GO:0003682,meiosis specific with OB domains,protein_coding_gene
Meis1,,GO:0003682,Meis homeobox 1,protein_coding_gene
Meis3,,GO:0003682,Meis homeobox 3,protein_coding_gene
Men1,,GO:0000785,multiple endocrine neoplasia 1,protein_coding_gene
Meox1,,GO:0003682,mesenchyme homeobox 1,protein_coding_gene
